title,authors,publisher,date
Infectious Diseases of Papua New Guinea 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of the Philippines 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of South Korea 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Saudi Arabia 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Old-World Spotted Fevers: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Less-Common Nematodes: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Echinococcosis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Viral Gastroenteritis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Giardiasis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Hepatitis B: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Japanese Encephalitis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Lassa fever: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Leprosy: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Malaria: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Monkeypox: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Plague: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Onchocerciasis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Rotavirus: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Rubella: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Schistosoma Haematobium: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Toxoplasmosis: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Yellow fever: Global Status 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of the World 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases and Bioterrorism 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Australia 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Bosnia and Herzegovina 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Brazil 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Brunei 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Cuba 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Denmark 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Hong Kong 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Ethiopia 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Iceland 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of India 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Iran 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Ireland and Northern Ireland 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Israel 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Jordan 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Latvia 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Lebanon 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Madagascar 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Mexico 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Mongolia 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of the Netherlands 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Nigeria 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Norway 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of Oman 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Poland 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Puerto Rico 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Singapore 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Taiwan 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Infectious Diseases of South Africa 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Thailand 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of the United States 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
AIDS: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
American Hemorrhagic Fevers: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Angiostrongyliasis: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Anthrax: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Miscellaneous Intestinal Diseases: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Australo-Pacific Arboviruses: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Miscellaneous Cestodes: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Less-Common Venereal Diseases: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Botulism: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Cryptosporidiosis: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Dengue: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Diphtheria: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Dracunculiasis: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Equine encephalitis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Miscellaneous Intestinal Trematodes: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Non-Venereal Treponematoses: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Melioidosis and Glanders: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Gonococcal infection: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Old-World Hantaviruses: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Hantavirus Pulmonary Syndrome: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Cutaneous and Mucosal Leishmaniasis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Legionellosis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Visceral Leishmaniasis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Lyme disease: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Leptospirosis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Poliomyelitis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
"Prototheca, Chlorella, Rhinosporidium and Pythium: Global Status 2010 edition","['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Rabies: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Miscellaneous Respiratory Viruses: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Rift Valley Fever: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Salmonellosis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Smallpox and Vaccinia: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Tetanus: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Syphilis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Tick-borne Encephalitis: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Trichinosis: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Tuberculosis: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
Typhoid and Enteric Fever: Global Status 2010 edition,"['GIDEON Informatics', 'Inc.', 'Dr. Stephen Berger']",Gideon Informatics,September 2010
West Nile fever: Global Status 2010 edition,"['Dr. Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
MongoDB: The Definitive Guide,"['Kristina Chodorow', 'Michael Dirolf']",O'Reilly Media,September 2010
Apache OfBiz Cookbook,['Ruth Hoffman'],Packt Publishing,September 2010
Pentaho Kettle Solutions,"['Matt Casters', 'Roland Bouman', 'Jos van Dongen']",Wiley,August 2010
Managing Time in Relational Databases,"['Tom Johnston', 'Randall Weis']",Elsevier / Morgan Kaufmann,August 2010
IBM InfoSphere Replication Server and Data Event Publisher,['Pav Kumar-Chatterjee'],Packt Publishing,August 2010
Programming Entity Framework,['Julia Lerman'],O'Reilly Media,August 2010
Excel Dashboards and Reports,"['Michael Alexander', 'John Walkenbach']",Wiley,August 2010
DW 2.0: The Architecture for the Next Generation of Data Warehousing,"['W. H. Inmon', 'Derek Strauss', 'Genia Neushloss']",Elsevier / Morgan Kaufmann,July 2010
Master Data Management,['David Loshin'],Elsevier / Morgan Kaufmann,July 2010
Database Archiving,['Jack E. Olson'],Elsevier / Morgan Kaufmann,July 2010
Wireless Communications & Networking,['Vijay Garg'],Elsevier / Morgan Kaufmann,July 2010
Business Metadata: Capturing Enterprise Knowledge,"['W. H. Inmon', ""Bonnie O'Neil"", 'Lowell Fryman']",Elsevier / Morgan Kaufmann,July 2010
Data Preparation for Data Mining Using SAS,['Mamdouh Refaat'],Elsevier / Morgan Kaufmann,July 2010
The Profit Impact of Business Intelligence,"['Steve Williams', 'Nancy Williams']",Elsevier / Morgan Kaufmann,July 2010
"Java Data Mining: Strategy, Standard, and Practice","['Mark F. Hornick', 'Erik Marcadé', 'Sunil Venkayala']",Elsevier / Morgan Kaufmann,July 2010
Fast SOA,['Frank Cohen'],Elsevier / Morgan Kaufmann,July 2010
Deploying IP and MPLS QoS for Multiservice Networks,"['John William Evans', 'Clarence Filsfils']",Elsevier / Morgan Kaufmann,July 2010
Digital Modeling of Material Appearance,"['Julie Dorsey', 'Holly Rushmeier', 'François Sillion']",Elsevier / Morgan Kaufmann,July 2010
Data Model Patterns: A Metadata Map,['David C. Hay'],Elsevier / Morgan Kaufmann,July 2010
BIRT 2.6 Data Analysis and Reporting,['John Ward'],Packt Publishing,July 2010
Data Protection for Virtual Data Centers,['Jason Buffington'],Wiley / Sybex,July 2010
MySQL High Availability,"['Charles Bell', 'Mats Kindahl', 'Lars Thalmann']",O'Reilly Media,June 2010
Digital Media Processing,['Hazarathaiah Malepati'],Elsevier / Newnes,June 2010
Web Operations,"['John Allspaw', 'Jesse Robbins']",O'Reilly Media,June 2010
Excel 2010: The Missing Manual,['Matthew MacDonald'],O'Reilly Media,June 2010
Access 2010: The Missing Manual,['Matthew MacDonald'],O'Reilly Media,June 2010
WCF 4.0 Multi-tier Services Development with LINQ to Entities,['Mike Liu'],Packt Publishing,June 2010
Oracle Application Express 3.2,"['Arie Geller', 'Matthew Lyon']",Packt Publishing,June 2010
Excel Data Analysis,['Denise Etheridge'],Wiley / Visual,May 2010
Excel PivotTables and PivotCharts,['Paul McFedries'],Wiley / Visual,May 2010
NHibernate 2,['Aaron B. Cure'],Packt Publishing,May 2010
Flex 4 Cookbook,"['Joshua Noble', 'Todd Anderson', 'Garth Braithwaite', 'Marco Casario', 'Rich Tretola']",O'Reilly Media / Adobe Developer Library,May 2010
.NET Compact Framework 3.5 Data Driven Applications,['Edmund Tan'],Packt Publishing,April 2010
Office 2010 Just the Steps For Dummies,['Elaine J. Marmel'],Wiley / For Dummies,April 2010
Microsoft Silverlight 4 Data and Services Cookbook,"['Gill Cleeren', 'Kevin Dockx']",Packt Publishing,April 2010
Beautiful Visualization,"['Julie Steele', 'Noah Iliinsky']",O'Reilly Media,April 2010
Pentaho 3.2 Data Integration,['Maria Carina Roldan'],Packt Publishing,April 2010
Storytelling for User Experience,"['Whitney Quesenbery', 'Kevin Brooks']",Rosenfeld Media,April 2010
Google Analytics,"['Jerri L. Ledford', 'Joe Teixeira', 'Mary E. Tyler']",Wiley,March 2010
Survival Analysis Using SAS,['Paul D. Allison'],SAS Institute,March 2010
Mathematica Cookbook,['Sal Mangano'],O'Reilly Media,March 2010
Head First Excel,['Michael Milton'],O'Reilly Media,March 2010
Microsoft Business Intelligence For Dummies,['Ken Withee'],Wiley / For Dummies,March 2010
Open Government,"['Daniel Lathrop', 'Laurel Ruma']",O'Reilly Media,February 2010
The Kimball Group Reader,"['Ralph Kimball', 'Margy Ross', 'Bob Becker', 'Joy Mundy', 'Warren Thornthwaite']",Wiley,February 2010
Data-Driven Marketing,['Mark Jeffery'],Wiley,January 2010
Analysis of Observational Health Care Data Using SAS,"['Douglas E. Faries', 'Robert Obenchain', 'Josep Maria Haro', 'Andrew C. Leon']",SAS Institute,January 2010
CouchDB: The Definitive Guide,"['J. Chris Anderson', 'Jan Lehnardt', 'Noah Slater']",O'Reilly Media,January 2010
Oracle 11g Streams Implementer's Guide,"['Ann L. R. McKinnell', 'Eric Yen']",Packt Publishing,January 2010
Language Implementation Patterns,['Terence Parr'],Pragmatic Bookshelf,December 2009
Funambol Mobile Open Source,['Stefano Fornari'],Packt Publishing,December 2009
Bioinformatics Programming Using Python,['Mitchell L Model'],O'Reilly Media,December 2009
PCI Compliance,"['Anton Chuvakin', 'Branden R. Williams']",Elsevier / Syngress,November 2009
Matplotlib for Python Developers,['Sandro Tosi'],Packt Publishing,November 2009
IBM WebSphere eXtreme Scale 6,['Anthony Chaves'],Packt Publishing,November 2009
Core Data,['Marcus S. Zarra'],Pragmatic Bookshelf,October 2009
Business Analysis with QuickBooks,['Conrad Carlberg'],Wiley,October 2009
Testing ASP.NET Web Applications,"['Jeff McWherter', 'Ben Hall']",Wiley / Wrox,October 2009
Microsoft SQL Server 2008 Integration Services,"['Erik Veerman', 'Jessica M. Moss', 'Brian Knight', 'Jay Hackney']",Wiley / Wrox,October 2009
SOA and Web Services Interface Design,['James Bean'],Elsevier / Morgan Kaufmann,September 2009
Cloud Computing with the Windows Azure Platform,['Roger Jennings'],Wiley / Wrox,September 2009
"Joe Celko's Data, Measurements and Standards in SQL",['Joe Celko'],Elsevier / Morgan Kaufmann,September 2009
Pentaho Reporting 3.5 for Java Developers,['Will Gorman'],Packt Publishing,September 2009
Microsoft SQL Server 2008 Bible,"['Paul Nielsen', 'Uttam Parui', 'Mike White']",Wiley,August 2009
JasperReports 3.5 for Java Developers,['David R. Heffelfinger'],Packt Publishing,August 2009
flex & bison,['John Levine'],O'Reilly Media,August 2009
Oracle Warehouse Builder 11g: Getting Started,['Bob Griesemer'],Packt Publishing,August 2009
Head First Data Analysis,['Michael Milton'],O'Reilly Media,July 2009
Oracle VM Manager 2.1.2,['Tarry Singh'],Packt Publishing,July 2009
Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,"['Alberto Ferrari', 'Chris Webb', 'Marco Russo']",Packt Publishing,July 2009
Beautiful Data,"['Toby Segaran', 'Jeff Hammerbacher']",O'Reilly Media,July 2009
Mobile IPv6,"['Qing Li', 'Tatuya Jinmei', 'Keiichi Shima']",Elsevier / Morgan Kaufmann,July 2009
Programming the Semantic Web,"['Toby Segaran', 'Colin Evans', 'Jamie Taylor']",O'Reilly Media,July 2009
Cabling,"['Andrew Oliviero', 'Bill Woodward']",Wiley / Sybex,July 2009
"Learning PHP, MySQL, and JavaScript",['Robin Nixon'],O'Reilly Media,July 2009
Oracle 10g/11g Data and Database Management Utilities,['Hector R. Madrid'],Packt Publishing,June 2009
Oracle Essbase 9 Implementation Guide,"['Joseph Sydney Gomez', 'Sarma Anantapantula']",Packt Publishing,June 2009
Data Mashups in R,"['Jeremy Leipzig', 'Xiao-Yi Li']",O'Reilly Media,June 2009
Practical Programming,"['Jennifer Campbell', 'Paul Gries', 'Jason Montojo', 'Greg Wilson']",Pragmatic Bookshelf,May 2009
Java Message Service,"['Mark Richards', 'Richard Monson-Haefel', 'David A Chappell']",O'Reilly Media,May 2009
Regular Expressions Cookbook,"['Jan Goyvaerts', 'Steven Levithan']",O'Reilly Media,May 2009
A Manager's Guide to Data Warehousing,['Laura Reeves'],Wiley,May 2009
The Real MCTS SQL Server 2008 Exam 70-433 Prep Kit,['Mark Horninger'],Elsevier / Syngress,May 2009
iPhoto '09: The Missing Manual,"['David Pogue', 'J.D. Biersdorfer']",O'Reilly Media,April 2009
Yahoo! Web Analytics,['Dennis R. Mortensen'],Wiley / Sybex,April 2009
Semantic Web Programming,"['John Hebeler', 'Matthew Fisher', 'Ryan Blace', 'Andrew Perez-Lopez', 'Mike Dean']",Wiley,April 2009
The Data Warehouse Lifecycle Toolkit,"['Ralph Kimball', 'Margy Ross', 'Warren Thornthwaite', 'Joy Mundy', 'Bob Becker']",Wiley,April 2009
Semantic Web for the Working Ontologist,"['Dean Allemang', 'James Hendler']",Elsevier / Morgan Kaufmann,April 2009
Data Mining with Microsoft SQL Server 2008,"['Jamie MacLennan', 'ZhaoHui Tang', 'Bogdan Crivat']",Wiley,April 2009
Semantic Web For Dummies,['Jeffrey T. Pollock'],Wiley / For Dummies,March 2009
Data Warehousing with SAP BW7 BI in SAP Netweaver 2004s,"['Christian Mehrwald', 'Sabine Morlock']",Rocky Nook,March 2009
P2P Networking and Applications,"['John Buford', 'Heather Yu', 'Eng Keong Lua']",Elsevier / Morgan Kaufmann,March 2009
Electronic Design Automation,"['Laung-Terng Wang', 'Yao-Wen Chang', 'Kwang-Ting (Tim) Cheng']",Elsevier / Morgan Kaufmann,March 2009
Switching to a Mac Portable Genius,['Paul McFedries'],Wiley,March 2009
Processing XML documents with Oracle JDeveloper 11g,['Deepak Vohra'],Packt Publishing,February 2009
Data Warehousing For Dummies,['Thomas C. Hammergren'],Wiley / For Dummies,February 2009
Managing the Human Factor in Information Security,['David Lacey'],Wiley,February 2009
Programming Entity Framework,['Julia Lerman'],O'Reilly Media,January 2009
C# 2008 and 2005 Threaded Programming,['Gaston C. Hillar'],Packt Publishing,January 2009
Storage Area Networks For Dummies,"['Christopher Poelker', 'Alex Nikitin']",Wiley / For Dummies,December 2008
Simply SQL,['Rudy Limeback'],SitePoint,December 2008
Data-Driven Services with Silverlight 2,['John Papa'],O'Reilly Media,December 2008
Learning JavaScript,['Shelley Powers'],O'Reilly Media,December 2008
Learning Rails,"['Simon St. Laurent', 'Edd Wilder-James']",O'Reilly Media,November 2008
Data Mining: Know It All,"['Soumen Chakrabarti', 'Earl Cox', 'Eibe Frank', 'Ralf Hartmut Güting', 'Jiawei Han', '...']",Elsevier / Morgan Kaufmann,October 2008
Entity Framework Tutorial,['Joydip Kanjilal'],Packt Publishing,October 2008
Microsoft SQL Server 2008 For Dummies,['Mike Chapple'],Wiley / For Dummies,September 2008
"The Art of Debugging with GDB, DDD, and Eclipse","['Norman Matloff', 'Peter Jay Salzman']",No Starch Press,September 2008
iPhone Forensics,['Jonathan Zdziarski'],O'Reilly Media,September 2008
Executing Data Quality Projects,['Danette McGilvray'],Elsevier / Morgan Kaufmann,September 2008
Techno Security's Guide to Securing SCADA,"['Jack Wiles', 'Ted Claypoole', 'Phil Drake', 'Paul A. Henry', 'Lester J. Johnson Jr.', '...']",Elsevier / Syngress,August 2008
Securing Citrix XenApp Server in the Enterprise,['Tariq Azad'],Elsevier / Syngress,August 2008
Active Directory Disaster Recovery,['Florian Rommel'],Packt Publishing,June 2008
Netcat Power Tools,['Jan Kanclirz Jr.'],Elsevier / Syngress,June 2008
MPLS: Next Steps,"['Bruce S. Davie', 'Adrian Farrel']",Elsevier / Morgan Kaufmann,June 2008
The Data Model Resource Book,['Len Silverston'],Wiley,May 2008
JDBC 4.0 and Oracle JDeveloper for J2EE Development,['Deepak Vohra'],Packt Publishing,April 2008
Beginning Microsoft Visual C# 2008,"['Karli Watson', 'Christian Nagel', 'Jacob Hammer Pedersen', 'Jon D. Reid', 'Morgan ...']",Wiley / Wrox,April 2008
Liferay Portal Enterprise Intranets,['Jonas X. Yuan'],Packt Publishing,April 2008
Ruby on Rails Web Mashup Projects,['Chang Sau Sheong'],Packt Publishing,April 2008
ADO.NET 3.5 Cookbook,['Bill Hamilton'],O'Reilly Media,March 2008
Programming Amazon Web Services,['James Murty'],O'Reilly Media,March 2008
Microsoft Office Excel 2007 Data Analysis,['Denise Etheridge'],Wiley / Visual,March 2008
Practical Data Analysis and Reporting with BIRT,['John Ward'],Packt Publishing,February 2008
ASP.NET Data Presentation Controls Essentials,['Joydip Kanjilal'],Packt Publishing,December 2007
SQL Server Integration Services Using Visual Studio 2005,['Jayaram Krishnaswamy'],Packt Publishing,December 2007
Photoshop CS3 RAW,['Mikkel Aaland'],O'Reilly Media,December 2007
Visualizing Data,['Ben Fry'],O'Reilly Media,December 2007
Data Analysis Using SQL and Excel,['Gordon S. Linoff'],Wiley,October 2007
Windows PowerShell Cookbook,['Lee Holmes'],O'Reilly Media,October 2007
Oracle PL/SQL Best Practices,['Steven Feuerstein'],O'Reilly Media,October 2007
Getting Started with Pyparsing,['Paul McGuire'],O'Reilly Media,October 2007
Security Data Visualization,['Greg Conti'],No Starch Press,September 2007
PHP Web 2.0 Mashup Projects,['Shu-Wai Chow'],Packt Publishing,September 2007
Learning PHP Data Objects,['Dennis Popel'],Packt Publishing,August 2007
Google Analytics,['Justin Cutroni'],O'Reilly Media,August 2007
Actionable Web Analytics,"['Jason Burby', 'Shane Atchison', 'Jim Sterne']",Wiley / Sybex,August 2007
Programming Collective Intelligence,['Toby Segaran'],O'Reilly Media,August 2007
Head First SQL,['Lynn Beighley'],O'Reilly Media,August 2007
PHP Oracle Web Development,['Yuli Vasiliev'],Packt Publishing,July 2007
Excel 2007 PivotTables and PivotCharts,['Peter G. Aitken'],Wiley,July 2007
ODP.NET Developer's Guide,"['Jagadish Chatarji Pulakhandam', 'Sunitha Paruchuri']",Packt Publishing,June 2007
150 Best Jobs for Your Skills,"['Michael Farr', 'Laurence Shatkin']",JIST Publishing,June 2007
Excel 2007 Data Analysis For Dummies,['Stephen L. Nelson'],Wiley / For Dummies,May 2007
Access 2007 For Dummies,"['Laurie Ulrich Fuller', 'Ken Cook', 'John Kaufeld']",Wiley / For Dummies,May 2007
Blade Servers and Virtualization,"['Barb Goldworm', 'Anne Skamarock']",Wiley,May 2007
Yahoo! Pipes,['Mark Pruett'],O'Reilly Media,May 2007
The Definitive ANTLR Reference,['Terence Parr'],Pragmatic Bookshelf,May 2007
Access Data Analysis Cookbook,"['Ken Bluttman', 'Wayne S. Freeze']",O'Reilly Media,May 2007
XQuery,['Priscilla Walmsley'],O'Reilly Media,March 2007
SQL Server Integration Services,['Bill Hamilton'],O'Reilly Media,March 2007
Professional SQL Server 2005 Integration Services,"['Brian Knight', 'Allan Mitchell', 'Darren Green', 'Douglas Hinson', 'Kathi ...']",Wiley / Wrox,March 2007
QuickBase: The Missing Manual,['Nancy Conner'],O'Reilly Media,March 2007
Oracle Data Warehousing and Business Intelligence Solutions,"['Robert Stackowiak', 'Joseph Rayman', 'Rick Greenwald']",Wiley,January 2007
Using XForms with Mozilla,['J. David Eisenberg'],O'Reilly Media,January 2007
Closed Circuit Television,['Joe Cieszynski'],Elsevier / Newnes,December 2006
Learn OpenOffice.org Spreadsheet Macro Programming,['Mark Alexander Bain'],Packt Publishing,December 2006
